ID,Year,Event,Date,Week Num,Week Show,P/S/F,Perf,School Full,State,MPI,MPE,Mus Avg,VPI,VPE,Vis Avg,MGE1,MGE2,MGE Tot,VGE,GE Tot,Subtotal,Pen,Total,Place: Class,Class,Place: Panel,Place: Overall,Semis/Finals?,GN Finals?,Show Concat,SchoolConcat,MPI Rank,MPE Rank,Mus Avg Rank,VPI Rank,VPE Rank,Vis Avg Rank,MGE1 Rank,MGE2 Rank,MGE Tot Rank,VGE Rank,GE Tot Rank,Subtotal Rank,Total Rank
171,2024,Austin Regional,9/21/2024,2,20.00,Prelims,1,"Rouse H.S., TX",TX,15.400,14.700,15.050,14.900,16.800,15.850,16.000,15.900,31.900,16.300,48.200,79.100,0,79.100,2,AAA,,3,,,,"Rouse H.S., TX79.1",7,8,7,9,2,7,3,6,4,4,3,3,3
172,2024,Austin Regional,9/21/2024,2,20.00,Prelims,6,"Cedar Ridge H.S., TX",TX,14.900,14.900,14.900,16.300,15.700,16.000,15.700,16.100,31.800,16.100,47.900,78.800,0,78.800,2,AAAA,,4,,,,"Cedar Ridge H.S., TX78.8",10,6,9,3,6,6,4,5,5,5,4,5,4
173,2024,Austin Regional,9/21/2024,2,20.00,Prelims,3,"Vista Ridge H.S., TX",TX,16.200,15.600,15.900,15.800,14.800,15.300,15.500,15.500,31.000,16.700,47.700,78.900,0.3,78.600,3,AAAA,,5,,,,"Vista Ridge H.S., TX78.6",3,4,3,7,9,8,5,8,7,2,5,4,5
174,2024,Austin Regional,9/21/2024,2,20.00,Prelims,13,"Westlake H.S., TX",TX,14.500,15.700,15.100,16.000,16.600,16.300,14.800,17.000,31.800,15.300,47.100,78.500,0,78.500,4,AAAA,,6,,,,"Westlake H.S., TX78.5",11,3,6,4,3,2,9,1,5,9,6,6,6
175,2024,Austin Regional,9/21/2024,2,20.00,Prelims,15,"Westwood H.S., TX",TX,15.300,14.500,14.900,16.700,15.600,16.150,15.400,16.600,32.000,15.100,47.100,78.150,0,78.150,5,AAAA,,7,,,,"Westwood H.S., TX78.15",8,9,9,2,7,4,6,3,3,10,6,7,7
176,2024,Austin Regional,9/21/2024,2,20.00,Prelims,11,"Leander H.S., TX",TX,15.600,14.800,15.200,15.900,16.300,16.100,15.200,15.700,30.900,15.500,46.400,77.700,0,77.700,3,AAA,,8,,,,"Leander H.S., TX77.7",6,7,5,6,5,5,7,7,8,8,8,8,8
177,2024,Austin Regional,9/21/2024,2,20.00,Prelims,5,"Round Rock H.S., TX",TX,15.800,15.200,15.500,14.700,14.300,14.500,15.000,15.200,30.200,15.900,46.100,76.100,0.3,75.800,6,AAAA,,9,,,,"Round Rock H.S., TX75.8",5,5,4,10,11,11,8,9,9,6,9,9,9
178,2024,Austin Regional,9/21/2024,2,20.00,Prelims,10,"Lake Travis H.S., TX",TX,15.100,13.400,14.250,14.100,15.000,14.550,14.300,14.200,28.500,15.700,44.200,73.000,0,73.000,7,AAAA,,10,,,,"Lake Travis H.S., TX73",9,12,11,11,8,10,10,10,10,7,10,10,10
179,2024,Austin Regional,9/21/2024,2,20.00,Prelims,14,"Klein Cain H.S., TX",TX,16.000,14.000,15.000,15.500,14.500,15.000,13.500,13.800,27.300,13.600,40.900,70.900,0,70.900,8,AAAA,,11,,,,"Klein Cain H.S., TX70.9",4,10,8,8,10,9,13,12,12,12,12,11,11
180,2024,Austin Regional,9/21/2024,2,20.00,Prelims,2,"Hutto H.S., TX",TX,14.100,12.600,13.350,13.100,14.000,13.550,13.900,13.900,27.800,13.800,41.600,68.500,0.3,68.200,9,AAAA,,12,,,,"Hutto H.S., TX68.2",13,14,13,14,12,13,11,11,11,11,11,12,12
181,2024,Austin Regional,9/21/2024,2,20.00,Prelims,9,"McCallum H.S., TX",TX,14.300,13.600,13.950,13.900,13.600,13.750,13.700,13.600,27.300,13.000,40.300,68.000,0,68.000,4,AAA,,13,,,,"McCallum H.S., TX68",12,11,12,12,13,12,12,13,12,14,13,13,13
182,2024,Austin Regional,9/21/2024,2,20.00,Prelims,7,"Liberty Hill H.S., TX",TX,13.600,13.000,13.300,12.900,13.300,13.100,13.400,13.400,26.800,13.400,40.200,66.600,0.3,66.300,5,AAA,,14,,,,"Liberty Hill H.S., TX66.3",14,13,14,15,15,15,14,14,14,13,14,14,14
183,2024,Austin Regional,9/21/2024,2,20.00,Prelims,12,"Gatesville H.S., TX",TX,13.400,12.200,12.800,13.300,13.400,13.350,12.900,13.000,25.900,12.000,37.900,64.050,0,64.050,1,A,,15,,,,"Gatesville H.S., TX64.05",15,15,15,13,14,14,15,15,15,15,15,15,15
184,2024,Central Ohio Regional,9/21/2024,2,20.00,Prelims,27,"Lakota West H.S., OH",OH,16.250,15.100,15.675,15.200,15.900,15.550,15.900,15.900,31.800,15.900,47.700,78.925,0,78.925,1,AAAA,,1,,,,"Lakota West H.S., OH78.925",2,1,2,3,1,2,1,1,1,2,1,1,1
185,2024,Central Ohio Regional,9/21/2024,2,20.00,Prelims,10,"Kiski Area H.S., PA",PA,16.400,15.000,15.700,15.800,15.500,15.650,15.700,15.700,31.400,16.000,47.400,78.750,0,78.750,1,AA,,2,,,,"Kiski Area H.S., PA78.75",1,2,1,1,2,1,2,2,2,1,2,2,2
186,2024,Central Ohio Regional,9/21/2024,2,20.00,Prelims,6,"Campbell County H.S., KY",KY,15.500,14.600,15.050,14.900,15.200,15.050,15.000,15.000,30.000,15.000,45.000,75.100,0,75.100,2,AA,,3,,,,"Campbell County H.S., KY75.1",7,3,5,6,3,4,3,3,3,8,3,3,3
187,2024,Central Ohio Regional,9/21/2024,2,20.00,Prelims,20,"Prospect H.S., IL",IL,15.800,14.200,15.000,15.000,14.400,14.700,14.750,14.750,29.500,14.900,44.400,74.100,0,74.100,1,AAA,,4,,,,"Prospect H.S., IL74.1",5,7,6,5,9,7,4,4,4,9,4,4,4
188,2024,Central Ohio Regional,9/21/2024,2,20.00,Prelims,7,"Westfield H.S., IN",IN,15.000,14.300,14.650,15.300,14.900,15.100,14.200,14.200,28.400,15.800,44.200,73.950,0,73.950,2,AAAA,,5,,,,"Westfield H.S., IN73.95",9,5,7,2,5,3,7,7,7,3,5,5,5
189,2024,Central Ohio Regional,9/21/2024,2,20.00,Prelims,13,"Centerville H.S., OH",OH,16.000,14.400,15.200,15.100,14.600,14.850,13.700,13.700,27.400,15.200,42.600,72.650,0,72.650,3,AAAA,,6,,,,"Centerville H.S., OH72.65",4,4,3,4,7,6,10,10,10,6,9,6,6
190,2024,Central Ohio Regional,9/21/2024,2,20.00,Prelims,23,"Beavercreek H.S., OH",OH,16.100,14.100,15.100,14.600,14.500,14.550,13.800,13.800,27.600,15.300,42.900,72.550,0,72.550,2,AAA,,7,,,,"Beavercreek H.S., OH72.55",3,8,4,10,8,9,9,9,9,5,8,7,7
191,2024,Central Ohio Regional,9/21/2024,2,20.00,Prelims,21,"Kettering Fairmont H.S., OH",OH,15.100,13.600,14.350,14.500,14.700,14.600,14.400,14.400,28.800,14.200,43.000,71.950,0,71.950,3,AAA,,8,,,,"Kettering Fairmont H.S., OH71.95",8,12,9,11,6,8,6,6,6,16,7,8,8
192,2024,Central Ohio Regional,9/21/2024,2,20.00,Prelims,12,"Thomas Worthington H.S., OH",OH,14.500,14.000,14.250,13.300,13.700,13.500,14.600,14.600,29.200,14.800,44.000,71.750,0,71.750,3,AA,,9,,,,"Thomas Worthington H.S., OH71.75",14,9,10,23,13,18,5,5,5,10,6,9,9
193,2024,Central Ohio Regional,9/21/2024,2,20.00,Prelims,16,"George Rogers Clark H.S., KY",KY,14.900,13.400,14.150,13.800,14.300,14.050,13.600,13.600,27.200,15.100,42.300,70.500,0,70.500,4,AA,,10,,,,"George Rogers Clark H.S., KY70.5",10,13,12,18,10,11,11,11,11,7,10,10,10
194,2024,Central Ohio Regional,9/21/2024,2,20.00,Prelims,25,"Dublin Coffman H.S., OH",OH,14.250,14.250,14.250,14.400,13.200,13.800,14.000,14.000,28.000,14.300,42.300,70.350,0,70.350,4,AAA,,11,,,,"Dublin Coffman H.S., OH70.35",18,6,10,12,16,13,8,8,8,15,10,11,11
195,2024,Central Ohio Regional,9/21/2024,2,20.00,Prelims,8,"Anderson County H.S., KY",KY,14.100,13.900,14.000,14.800,14.100,14.450,13.400,13.400,26.800,14.700,41.500,69.950,0,69.950,5,AA,,12,,,,"Anderson County H.S., KY69.95",20,10,13,7,11,10,13,13,13,11,12,12,12
196,2024,Central Ohio Regional,9/21/2024,2,20.00,Prelims,3,"Brunswick H.S., OH",OH,14.300,13.700,14.000,13.700,13.900,13.800,13.500,13.500,27.000,14.000,41.000,68.800,0,68.800,5,AAA,,13,,,,"Brunswick H.S., OH68.8",17,11,13,20,12,13,12,12,12,18,13,13,13
197,2024,Central Ohio Regional,9/21/2024,2,20.00,Prelims,26,"Lindbergh H.S., MO",MO,15.700,13.200,14.450,14.650,15.100,14.875,11.800,11.800,23.600,15.400,39.000,68.325,0,68.325,6,AAA,,14,,,,"Lindbergh H.S., MO68.325",6,15,8,9,4,5,25,25,25,4,18,14,14
198,2024,Central Ohio Regional,9/21/2024,2,20.00,Prelims,14,"Bellbrook H.S., OH",OH,13.900,12.600,13.250,14.000,13.600,13.800,13.100,13.100,26.200,14.400,40.600,67.650,0,67.650,6,AA,,15,,,,"Bellbrook H.S., OH67.65",22,18,19,16,14,13,14,14,14,14,14,15,15
199,2024,Central Ohio Regional,9/21/2024,2,20.00,Prelims,15,"Dixie Heights H.S., KY",KY,14.450,12.800,13.625,14.300,13.000,13.650,12.650,12.650,25.300,14.600,39.900,67.175,0.3,66.875,7,AA,,16,,,,"Dixie Heights H.S., KY66.875",15,16,15,13,18,17,18,18,18,12,15,16,16
200,2024,Central Ohio Regional,9/21/2024,2,20.00,Prelims,5,"Norton H.S., OH",OH,14.700,12.000,13.350,14.200,13.400,13.800,12.700,12.700,25.400,13.600,39.000,66.150,0,66.150,2,A,,18,,,,"Norton H.S., OH66.15",12,24,17,14,15,13,17,17,17,19,18,17,17
201,2024,Central Ohio Regional,9/21/2024,2,20.00,Prelims,18,"LaRue County H.S., KY",KY,14.800,12.300,13.550,14.100,12.900,13.500,12.300,12.300,24.600,14.500,39.100,66.150,0,66.150,1,A,,17,,,,"LaRue County H.S., KY66.15",11,20,16,15,19,18,21,21,21,13,17,17,17
202,2024,Central Ohio Regional,9/21/2024,2,20.00,Prelims,28,"Hilliard Bradley H.S., OH",OH,14.350,12.250,13.300,13.750,12.700,13.225,12.750,12.750,25.500,14.100,39.600,66.125,0,66.125,7,AAA,,19,,,,"Hilliard Bradley H.S., OH66.125",16,21,18,19,20,20,16,16,16,17,16,19,19
203,2024,Central Ohio Regional,9/21/2024,2,20.00,Prelims,17,"Nordonia H.S., OH",OH,14.200,12.200,13.200,13.200,12.600,12.900,12.600,12.600,25.200,12.800,38.000,64.100,0,64.100,8,AA,,20,,,,"Nordonia H.S., OH64.1",19,22,21,24,21,23,19,19,19,22,20,20,20
204,2024,Central Ohio Regional,9/21/2024,2,20.00,Prelims,22,"St. Clairsville H.S., OH",OH,14.600,11.800,13.200,14.700,13.100,13.900,11.600,11.600,23.200,13.400,36.600,63.700,0,63.700,3,A,,21,,,,"St. Clairsville H.S., OH63.7",13,26,21,8,17,12,26,26,26,20,24,21,21
205,2024,Central Ohio Regional,9/21/2024,2,20.00,Prelims,2,"Crestwood H.S., OH",OH,13.200,13.300,13.250,12.300,12.300,12.300,12.800,12.800,25.600,12.400,38.000,63.550,0,63.550,4,A,,22,,,,"Crestwood H.S., OH63.55",25,14,19,27,24,26,15,15,15,24,20,22,22
206,2024,Central Ohio Regional,9/21/2024,2,20.00,Prelims,24,"Oak Hills H.S., OH",OH,14.000,11.900,12.950,13.600,12.500,13.050,12.100,12.100,24.200,13.000,37.200,63.200,0,63.200,8,AAA,,23,,,,"Oak Hills H.S., OH63.2",21,25,24,21,22,22,23,23,23,21,23,23,23
207,2024,Central Ohio Regional,9/21/2024,2,20.00,Prelims,9,"Archbishop Carroll H.S., OH",OH,13.600,12.700,13.150,13.400,11.600,12.500,12.500,12.500,25.000,12.300,37.300,62.950,0,62.950,5,A,,24,,,,"Archbishop Carroll H.S., OH62.95",24,17,23,22,26,24,20,20,20,25,22,24,24
208,2024,Central Ohio Regional,9/21/2024,2,20.00,Prelims,19,"Westerville North H.S., OH",OH,13.800,12.100,12.950,13.900,12.400,13.150,12.250,12.250,24.500,12.100,36.600,62.700,0,62.700,9,AA,,25,,,,"Westerville North H.S., OH62.7",23,23,24,17,23,21,22,22,22,26,24,25,25
209,2024,Central Ohio Regional,9/21/2024,2,20.00,Prelims,4,"Warren Local H.S., OH",OH,13.000,12.400,12.700,12.900,11.400,12.150,12.000,12.000,24.000,11.500,35.500,60.350,0,60.350,6,A,,26,,,,"Warren Local H.S., OH60.35",26,19,26,26,27,27,24,24,24,27,26,26,26
210,2024,Central Ohio Regional,9/21/2024,2,20.00,Prelims,11,"Dublin Scioto H.S., OH",OH,12.900,11.300,12.100,13.000,11.900,12.450,11.400,11.400,22.800,12.700,35.500,60.050,0,60.050,10,AA,,27,,,,"Dublin Scioto H.S., OH60.05",27,27,27,25,25,25,27,27,27,23,26,27,27
211,2024,Central Ohio Regional,9/21/2024,2,20.00,Prelims,1,"Dayton Christian H.S., OH",OH,11.900,11.000,11.450,11.000,10.600,10.800,11.000,11.000,22.000,10.600,32.600,54.850,0,54.850,7,A,,28,,,,"Dayton Christian H.S., OH54.85",28,28,28,28,28,28,28,28,28,28,28,28,28
212,2024,New Mexico Regional,9/21/2024,2,20.00,Prelims,17,"Fossil Ridge H.S., CO",CO,15.200,15.500,15.350,14.400,15.600,15.000,14.900,14.600,29.500,16.200,45.700,76.050,0,76.050,1,AAA,,1,,,,"Fossil Ridge H.S., CO76.05",1,1,1,3,1,1,1,1,1,1,1,1,1
213,2024,New Mexico Regional,9/21/2024,2,20.00,Prelims,11,"Loveland H.S., CO",CO,14.900,14.200,14.550,14.700,14.800,14.750,14.700,14.500,29.200,15.200,44.400,73.700,0,73.700,1,AA,,2,,,,"Loveland H.S., CO73.7",2,3,2,2,2,2,3,2,2,3,2,2,2
214,2024,New Mexico Regional,9/21/2024,2,20.00,Prelims,16,"Organ Mountain H.S., NM",NM,13.700,14.400,14.050,14.300,14.600,14.450,14.300,14.000,28.300,15.700,44.000,72.500,0,72.500,2,AAA,,3,,,,"Organ Mountain H.S., NM72.5",7,2,3,4,3,4,6,4,4,2,3,3,3
215,2024,New Mexico Regional,9/21/2024,2,20.00,Prelims,6,"Eastlake H.S., TX",TX,14.700,13.400,14.050,15.100,14.000,14.550,14.000,14.200,28.200,14.600,42.800,71.400,0,71.400,1,AAAA,,4,,,,"Eastlake H.S., TX71.4",3,6,3,1,6,3,9,3,5,6,4,4,4
216,2024,New Mexico Regional,9/21/2024,2,20.00,Prelims,14,"Pecos H.S., TX",TX,14.000,13.000,13.500,13.900,13.700,13.800,14.800,13.600,28.400,14.200,42.600,69.900,0,69.900,2,AA,,5,,,,"Pecos H.S., TX69.9",4,9,7,6,7,6,2,5,3,8,5,5,5
217,2024,New Mexico Regional,9/21/2024,2,20.00,Prelims,4,"Andress H.S., TX",TX,13.300,13.100,13.200,14.000,14.500,14.250,14.100,13.400,27.500,14.000,41.500,68.950,0,68.950,4,AA,,7,,,,"Andress H.S., TX68.95",10,8,9,5,4,5,8,6,6,9,8,6,6
218,2024,New Mexico Regional,9/21/2024,2,20.00,Prelims,18,"Centennial H.S., NM",NM,13.900,13.800,13.850,13.500,13.300,13.400,14.500,12.700,27.200,14.500,41.700,68.950,0,68.950,3,AA,,6,,,,"Centennial H.S., NM68.95",5,4,5,8,10,9,4,10,8,7,7,6,6
219,2024,New Mexico Regional,9/21/2024,2,20.00,Prelims,12,"Las Cruces H.S., NM",NM,13.600,13.600,13.600,12.400,13.400,12.900,14.200,13.100,27.300,15.000,42.300,68.800,0,68.800,5,AA,,8,,,,"Las Cruces H.S., NM68.8",8,5,6,13,9,11,7,7,7,4,6,8,8
220,2024,New Mexico Regional,9/21/2024,2,20.00,Prelims,9,"Volcano Vista H.S., NM",NM,13.800,12.700,13.250,12.600,14.300,13.450,13.800,13.000,26.800,14.700,41.500,68.200,0.3,67.900,3,AAA,,9,,,,"Volcano Vista H.S., NM67.9",6,11,8,12,5,8,10,8,10,5,8,9,9
221,2024,New Mexico Regional,9/21/2024,2,20.00,Prelims,10,"Del Valle H.S., TX",TX,12.600,12.900,12.750,13.700,13.500,13.600,14.400,12.600,27.000,13.600,40.600,66.950,0,66.950,4,AAA,,10,,,,"Del Valle H.S., TX66.95",13,10,11,7,8,7,5,11,9,10,10,10,10
222,2024,New Mexico Regional,9/21/2024,2,20.00,Prelims,15,"Americas H.S., TX",TX,12.400,12.300,12.350,13.100,13.000,13.050,13.700,12.500,26.200,13.400,39.600,65.000,0,65.000,5,AAA,,11,,,,"Americas H.S., TX65",15,13,14,10,12,10,11,12,11,11,11,11,11
223,2024,New Mexico Regional,9/21/2024,2,20.00,Prelims,7,"Bel Air H.S., TX",TX,12.800,12.500,12.650,12.200,12.800,12.500,13.600,12.000,25.600,13.100,38.700,63.850,0,63.850,6,AA,,12,,,,"Bel Air H.S., TX63.85",12,12,12,14,13,14,12,16,13,13,12,12,12
224,2024,New Mexico Regional,9/21/2024,2,20.00,Prelims,2,"Mayfield H.S., NM",NM,13.100,13.200,13.150,11.200,13.200,12.200,13.000,12.800,25.800,12.300,38.100,63.450,0,63.450,7,AA,,13,,,,"Mayfield H.S., NM63.45",11,7,10,16,11,15,13,9,12,15,13,13,13
225,2024,New Mexico Regional,9/21/2024,2,20.00,Prelims,5,"Los Alamos H.S., NM",NM,13.500,11.800,12.650,11.800,12.000,11.900,12.500,12.300,24.800,12.700,37.500,62.050,0.3,61.750,8,AA,,14,,,,"Los Alamos H.S., NM61.75",9,15,12,15,16,16,15,13,14,14,14,14,14
226,2024,New Mexico Regional,9/21/2024,2,20.00,Prelims,3,"Alamogordo H.S., NM",NM,11.600,11.600,11.600,13.300,12.400,12.850,11.900,12.100,24.000,13.200,37.200,61.650,0,61.650,9,AA,,15,,,,"Alamogordo H.S., NM61.65",16,16,16,9,14,12,16,15,16,12,15,15,15
227,2024,New Mexico Regional,9/21/2024,2,20.00,Prelims,13,"Cienega H.S., AZ",AZ,12.500,11.400,11.950,12.900,12.200,12.550,11.400,12.200,23.600,11.500,35.100,59.600,0,59.600,6,AAA,,16,,,,"Cienega H.S., AZ59.6",14,17,15,11,15,13,17,14,17,16,17,16,16
228,2024,New Mexico Regional,9/21/2024,2,20.00,Prelims,8,"Valencia H.S., NM",NM,11.100,12.100,11.600,11.100,11.200,11.150,12.700,11.800,24.500,11.300,35.800,58.550,0,58.550,10,AA,,17,,,,"Valencia H.S., NM58.55",17,14,16,17,17,17,14,17,15,17,16,17,17
229,2024,New Mexico Regional,9/21/2024,2,20.00,Prelims,1,"Thatcher H.S., AZ",AZ,10.200,10.500,10.350,10.200,10.300,10.250,10.400,10.200,20.600,10.600,31.200,51.800,0,51.800,1,A,,18,,,,"Thatcher H.S., AZ51.8",18,18,18,18,18,18,18,18,18,18,18,18,18
230,2024,South Texas Regional,9/21/2024,2,20.00,Prelims,25,"Roma H.S., TX",TX,16.200,15.300,15.750,16.100,15.900,16.000,15.100,14.900,30.000,15.200,45.200,76.950,0,76.950,1,AA,,1,,,,"Roma H.S., TX76.95",1,1,1,1,1,1,1,2,1,3,2,1,1
231,2024,South Texas Regional,9/21/2024,2,20.00,Prelims,15,"John B. Alexander H.S., TX",TX,14.500,14.800,14.650,13.600,15.600,14.600,14.800,15.200,30.000,15.900,45.900,75.150,0,75.150,1,AAAA,,2,,,,"John B. Alexander H.S., TX75.15",7,3,5,10,2,4,2,1,1,1,1,2,2
232,2024,South Texas Regional,9/21/2024,2,20.00,Prelims,20,"Trinity H.S., TX",TX,13.300,14.500,13.900,13.500,14.700,14.100,13.900,14.750,28.650,15.600,44.250,72.250,0,72.250,2,AAAA,,3,,,,"Trinity H.S., TX72.25",17,6,12,11,5,8,8,3,4,2,3,3,3
233,2024,South Texas Regional,9/21/2024,2,20.00,Prelims,3,"Edinburg H.S., TX",TX,14.600,14.100,14.350,15.000,15.000,15.000,14.500,14.000,28.500,13.600,42.100,71.450,0,71.450,1,AAA,,4,,,,"Edinburg H.S., TX71.45",6,9,7,4,4,3,3,6,5,13,6,4,4
234,2024,South Texas Regional,9/21/2024,2,20.00,Prelims,18,"Sonia Sotomayor H.S., TX",TX,13.700,14.400,14.050,13.200,14.200,13.700,14.300,14.400,28.700,14.800,43.500,71.250,0,71.250,3,AAAA,,5,,,,"Sonia Sotomayor H.S., TX71.25",13,7,10,14,10,11,5,4,3,6,4,5,5
235,2024,South Texas Regional,9/21/2024,2,20.00,Prelims,21,"Pioneer H.S., TX",TX,15.800,14.000,14.900,12.700,14.100,13.400,13.100,14.100,27.200,15.000,42.200,70.500,0,70.500,2,AA,,6,,,,"Pioneer H.S., TX70.5",2,10,2,19,11,15,12,5,9,5,5,6,6
236,2024,South Texas Regional,9/21/2024,2,20.00,Prelims,22,"Del Rio H.S., TX",TX,14.000,14.700,14.350,12.500,14.500,13.500,14.400,13.500,27.900,14.000,41.900,69.750,0,69.750,2,AAA,,7,,,,"Del Rio H.S., TX69.75",11,4,7,20,7,14,4,10,6,9,7,8,7
237,2024,South Texas Regional,9/21/2024,2,20.00,Prelims,7,"Edinburg North H.S., TX",TX,14.900,14.600,14.750,15.700,15.200,15.450,14.000,13.300,27.300,12.700,40.000,70.200,0.6,69.600,3,AAA,,8,,,,"Edinburg North H.S., TX69.6",5,5,3,2,3,2,7,11,8,20,13,7,8
238,2024,South Texas Regional,9/21/2024,2,20.00,Prelims,13,"United H.S., TX",TX,13.200,13.600,13.400,14.400,14.600,14.500,14.200,13.600,27.800,13.800,41.600,69.500,0.5,69.000,4,AAAA,,9,,,,"United H.S., TX69",18,14,16,5,6,5,6,9,7,11,9,9,9
239,2024,South Texas Regional,9/21/2024,2,20.00,Prelims,12,"Robert Vela H.S., TX",TX,13.600,12.500,13.050,12.400,14.000,13.200,12.800,13.800,26.600,15.100,41.700,67.950,0,67.950,4,AAA,,10,,,,"Robert Vela H.S., TX67.95",14,21,19,21,12,18,14,8,11,4,8,10,10
240,2024,South Texas Regional,9/21/2024,2,20.00,Prelims,5,"Medina Valley H.S., TX",TX,13.500,14.250,13.875,13.000,13.500,13.250,13.000,13.900,26.900,13.700,40.600,67.725,0,67.725,5,AAA,,11,,,,"Medina Valley H.S., TX67.725",15,8,13,16,16,17,13,7,10,12,10,11,11
241,2024,South Texas Regional,9/21/2024,2,20.00,Prelims,6,"PSJA Early College H.S., TX",TX,13.800,13.100,13.450,14.100,14.300,14.200,12.500,13.050,25.550,14.500,40.050,67.700,0,67.700,6,AAA,,12,,,,"PSJA Early College H.S., TX67.7",12,18,15,7,9,7,17,13,16,8,12,12,12
242,2024,South Texas Regional,9/21/2024,2,20.00,Prelims,11,"Sharyland H.S., TX",TX,15.000,13.900,14.450,12.800,13.900,13.350,13.700,12.750,26.450,13.400,39.850,67.650,0,67.650,3,AA,,13,,,,"Sharyland H.S., TX67.65",4,11,6,18,13,16,9,17,12,15,14,13,13
243,2024,South Texas Regional,9/21/2024,2,20.00,Prelims,23,"Hidalgo Early College H.S., TX",TX,14.100,13.200,13.650,13.800,13.300,13.550,12.700,13.200,25.900,14.550,40.450,67.650,0.3,67.350,4,AA,,14,,,,"Hidalgo Early College H.S., TX67.35",10,17,14,9,17,12,15,12,13,7,11,13,14
244,2024,South Texas Regional,9/21/2024,2,20.00,Prelims,19,"Valley View H.S., TX",TX,12.800,13.800,13.300,14.300,14.400,14.350,12.600,13.000,25.600,13.500,39.100,66.750,0,66.750,5,AA,,15,,,,"Valley View H.S., TX66.75",22,12,18,6,8,6,16,14,15,14,15,15,15
245,2024,South Texas Regional,9/21/2024,2,20.00,Prelims,2,"Los Fresnos H.S., TX",TX,13.400,13.300,13.350,15.300,12.800,14.050,13.400,12.400,25.800,12.600,38.400,65.800,0,65.800,5,AAAA,,16,,,,"Los Fresnos H.S., TX65.8",16,16,17,3,19,9,10,20,14,21,17,16,16
246,2024,South Texas Regional,9/21/2024,2,20.00,Prelims,10,"Rio Grande City H.S., TX",TX,14.400,15.000,14.700,12.200,13.200,12.700,13.200,12.100,25.300,12.800,38.100,65.500,0,65.500,6,AA,,17,,,,"Rio Grande City H.S., TX65.5",8,2,4,23,18,20,11,21,17,19,19,17,17
247,2024,South Texas Regional,9/21/2024,2,20.00,Prelims,4,"Simon Rivera Early College H.S., TX",TX,12.400,12.700,12.550,14.000,13.600,13.800,12.000,12.800,24.800,13.900,38.700,65.050,0,65.050,7,AAA,,18,,,,"Simon Rivera Early College H.S., TX65.05",24,20,21,8,15,10,20,16,19,10,16,18,18
248,2024,South Texas Regional,9/21/2024,2,20.00,Prelims,24,"McAllen Memorial H.S., TX",TX,13.100,13.000,13.050,13.300,13.800,13.550,12.200,12.900,25.100,13.300,38.400,65.000,0,65.000,8,AAA,,19,,,,"McAllen Memorial H.S., TX65",19,19,19,13,14,12,19,15,18,16,17,19,19
249,2024,South Texas Regional,9/21/2024,2,20.00,Prelims,8,"McAllen H.S., TX",TX,15.200,13.500,14.350,13.400,12.600,13.000,11.600,12.650,24.250,13.100,37.350,64.700,0,64.700,9,AAA,,20,,,,"McAllen H.S., TX64.7",3,15,7,12,20,19,21,18,20,18,21,20,20
250,2024,South Texas Regional,9/21/2024,2,20.00,Prelims,1,"Gladys Porter Early College H.S., TX",TX,14.200,13.700,13.950,12.900,12.500,12.700,12.300,11.900,24.200,13.200,37.400,64.050,0,64.050,7,AA,,21,,,,"Gladys Porter Early College H.S., TX64.05",9,13,11,17,21,20,18,22,21,17,20,21,21
251,2024,South Texas Regional,9/21/2024,2,20.00,Prelims,16,"Port Isabel H.S., TX",TX,11.400,11.800,11.600,13.100,11.800,12.450,11.000,12.500,23.500,12.000,35.500,59.550,0.3,59.250,1,A,,22,,,,"Port Isabel H.S., TX59.25",25,23,25,15,23,22,23,19,22,24,22,22,22
252,2024,South Texas Regional,9/21/2024,2,20.00,Prelims,17,"Santa Rosa H.S., TX",TX,12.900,12.100,12.500,11.600,12.400,12.000,10.700,11.250,21.950,12.200,34.150,58.650,0,58.650,2,A,,23,,,,"Santa Rosa H.S., TX58.65",21,22,22,25,22,23,25,24,24,23,24,23,23
253,2024,South Texas Regional,9/21/2024,2,20.00,Prelims,9,"McAllen Nikki Rowe H.S., TX",TX,13.000,11.200,12.100,11.900,11.300,11.600,11.200,11.400,22.600,11.600,34.200,57.900,0,57.900,10,AAA,,24,,,,"McAllen Nikki Rowe H.S., TX57.9",20,25,24,24,24,25,22,23,23,25,23,24,24
254,2024,South Texas Regional,9/21/2024,2,20.00,Prelims,14,"Economedes H.S., TX",TX,12.700,11.600,12.150,12.300,11.000,11.650,10.800,10.600,21.400,12.400,33.800,57.600,1,56.600,11,AAA,,25,,,,"Economedes H.S., TX56.6",23,24,23,22,25,24,24,25,25,22,25,25,25
255,2024,Toledo Regional,9/14/2024,1,15.00,Finals,7,"Homestead H.S., IN",IN,15.800,15.200,15.500,15.600,15.400,15.500,15.600,15.300,30.900,15.400,46.300,77.300,0,77.300,,AAA,,1,,,,"Homestead H.S., IN77.3",2,4,3,1,1,1,2,3,3,1,2,1,1
256,2024,Toledo Regional,9/14/2024,1,15.00,Finals,9,"Jenison H.S., MI",MI,16.000,15.800,15.900,14.600,14.600,14.600,15.800,15.800,31.600,15.100,46.700,77.200,0,77.200,,AA,,2,,,,"Jenison H.S., MI77.2",1,1,1,4,4,5,1,1,1,2,1,2,2
